athleteId,fullName,slug,weight,displayHeight,height,age,dateOfBirth,citizenship,positionAbbreviation,teamId,appearances_value,foulsCommitted_value,foulsSuffered_value,yellowCards_value,redCards_value,ownGoals_value,goalAssists_value,offsides_value,shotsOnTarget_value,totalShots_value,totalGoals_value,shotsFaced_value,saves_value,goalsConceded_value,teamName,teamPrimaryColor,teamSecondaryColor,teamLogo,shot_accuracy,conversion_rate,on_target_conversion_rate,save_percentage,discipline_score,goals_pct_pos,assists_pct_pos,shot_accuracy_pct_pos,fouls_suff_pct_pos,fouls_comm_pct_pos,conversion_pct_pos,on_target_conv_pct_pos,goals_pct_global,assists_pct_global,shot_accuracy_pct_global,fouls_suff_pct_global,fouls_comm_pct_global,goals_conc_pct_pos,save_pct_pos,saves_pct_pos,yellow_cards_pct_pos,red_cards_pct_pos,offsides_pct_pos,chances_created
266599,Mohammed Kudus,mohammed-kudus,152.0,"5' 10""",70.0,25.0,2000-08-02T07:00Z,Ghana,M,371,32,33,65,2,1,0,3,2,20,72,5,0,1,43,West Ham,#7c2c3b,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,0.2777777777777778,0.06944444444444445,0.25,,4,90.65217391304347,81.08695652173913,45.11494252873563,99.1304347826087,80.0,54.02298850574713,51.29032258064517,89.54248366013073,85.88235294117646,42.96724470134875,99.47712418300654,90.06535947712419,11.08695652173914,,39.78260869565217,52.17391304347826,5.0,40.21739130434783,30
266628,Cheick Doucouré,cheick-doucoure,161.0,"5' 11""",71.0,25.0,2000-01-08T08:00Z,Mali,M,384,13,7,7,1,0,0,0,0,0,7,0,0,0,5,C Palace,#0202fb,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,0.0,0.0,,,1,26.304347826086953,25.43478260869565,5.747126436781609,42.608695652173914,39.565217391304344,18.67816091954023,,29.934640522875817,30.065359477124183,7.321772639691715,53.59477124183007,49.411764705882355,65.0,,16.956521739130434,61.95652173913043,54.56521739130435,81.30434782608695,1
266697,Emile Smith Rowe,emile-smith-rowe,172.0,"6' 0""",72.0,25.0,2000-07-28T07:00Z,England,M,370,34,19,14,3,0,0,3,2,11,35,6,0,2,26,Fulham,#ffffff,#d11317,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,0.3142857142857143,0.17142857142857143,0.5454545454545454,,3,93.04347826086956,81.08695652173913,60.3448275862069,57.826086956521735,63.69565217391304,90.22988505747126,91.61290322580645,91.63398692810458,85.88235294117646,52.98651252408478,68.16993464052288,73.26797385620914,37.39130434782608,,50.21739130434783,43.04347826086956,54.56521739130435,40.21739130434783,23
266846,Steven Benda,steven-benda,183.0,"6' 4""",76.0,27.0,1998-10-01T07:00Z,Germany,G,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fulham,#ffffff,#d11317,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,,,,,0,50.609756097560975,47.5609756097561,,29.268292682926827,43.90243902439025,,,29.934640522875817,30.065359477124183,,14.117647058823529,15.42483660130719,77.4390243902439,,21.341463414634145,64.6341463414634,50.0,67.07317073170731,0
267458,Paris Maghoma,paris-maghoma,150.0,"5' 11""",71.0,24.0,2001-05-08T07:00Z,England,M,337,8,2,4,0,0,0,0,0,0,1,0,0,2,1,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0.0,0.0,,,0,26.304347826086953,25.43478260869565,5.747126436781609,36.08695652173913,28.913043478260867,18.67816091954023,,29.934640522875817,30.065359477124183,7.321772639691715,44.31372549019608,36.60130718954248,76.52173913043478,,50.21739130434783,83.47826086956522,54.56521739130435,81.30434782608695,1
267711,Djed Spence,djed-spence,157.0,"6' 1""",73.0,25.0,2000-08-09T07:00Z,England,D,367,25,19,23,3,1,1,2,4,4,11,1,0,9,35,Spurs,#ffffff,#9bafd8,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,0.36363636363636365,0.09090909090909091,0.25,,5,77.71535580524345,88.57677902621724,71.98952879581152,87.64044943820225,73.97003745318352,72.25130890052355,58.27814569536424,66.60130718954248,78.82352941176471,64.73988439306359,79.86928104575163,73.26797385620914,23.970037453183522,,66.47940074906367,36.89138576779026,4.86891385767791,15.730337078651687,11
268239,Albert Sambi Lokonga,albert-sambi-lokonga,148.0,"6' 0""",72.0,26.0,1999-10-22T07:00Z,Belgium,M,301,17,18,28,4,0,0,3,5,2,6,1,0,13,31,Luton,#ff4f00,#1D428A,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,0.3333333333333333,0.16666666666666666,0.5,,4,60.652173913043484,81.08695652173913,66.37931034482759,79.56521739130434,61.73913043478261,88.79310344827587,86.7741935483871,66.60130718954248,85.88235294117646,57.61078998073218,85.29411764705883,71.50326797385621,25.65217391304347,,95.86956521739131,33.04347826086956,54.56521739130435,16.304347826086953,0
268533,Pedro Porro,pedro-porro,150.0,"5' 8""",68.0,26.0,1999-09-13T07:00Z,Spain,D,367,33,25,33,5,0,0,6,6,8,39,2,0,17,45,Spurs,#ffffff,#9bafd8,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,0.20512820512820512,0.05128205128205128,0.25,,5,90.0749063670412,98.87640449438202,40.83769633507853,94.00749063670412,84.26966292134831,60.73298429319372,58.27814569536424,77.25490196078432,95.03267973856208,30.2504816955684,89.41176470588236,82.35294117647058,10.67415730337079,,84.08239700374533,18.16479400749064,54.49438202247191,6.741573033707866,54
268641,Iliman Ndiaye,iliman-ndiaye,152.0,"5' 11""",71.0,25.0,2000-03-06T08:00Z,Senegal,F,368,33,22,51,3,0,0,0,2,16,36,9,0,5,24,Everton,#0606fa,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,0.4444444444444444,0.25,0.5625,,3,85.48387096774194,23.387096774193548,75.83892617449665,95.6989247311828,77.95698924731182,96.97986577181209,94.81481481481482,95.88235294117648,30.065359477124183,81.02119460500964,97.05882352941177,77.45098039215686,34.40860215053763,,93.54838709677419,22.311827956989248,52.41935483870967,30.91397849462365,17
268700,Vitinho,vitinho,159.0,"5' 9""",69.0,26.0,1999-07-23T07:00Z,Brazil,D,379,32,27,28,1,0,0,2,4,4,25,0,0,6,42,Burnley,#6C1D45,#1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,0.16,0.0,0.0,,1,35.0187265917603,88.57677902621724,29.84293193717277,90.63670411985018,87.64044943820225,29.05759162303665,23.509933774834437,29.934640522875817,78.82352941176471,21.38728323699422,85.29411764705883,84.70588235294117,14.981273408239701,,54.68164794007491,60.48689138576779,54.49438202247191,15.730337078651687,0
268782,Anthony Gordon,anthony-gordon,159.0,"6' 0""",72.0,24.0,2001-02-24T08:00Z,England,F,361,34,20,72,2,0,0,5,8,17,57,6,0,3,31,Newcastle,#000000,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,0.2982456140350877,0.10526315789473684,0.35294117647058826,,2,74.73118279569893,87.09677419354838,33.557046979865774,100.0,74.73118279569893,49.328859060402685,57.77777777777777,91.63398692810458,93.0718954248366,48.747591522158,99.86928104575163,74.9673202614379,21.50537634408603,,84.40860215053763,34.67741935483872,52.41935483870967,2.9569892473118244,48
269276,Rhys Norrington-Davies,rhys-norrington-davies,150.0,"5' 11""",71.0,26.0,1999-04-22T07:00Z,Wales,D,398,5,3,1,1,0,0,0,0,0,0,0,0,0,6,Sheffield Utd,#f42727,#1D428A,https://a.espncdn.com/i/teamlogos/soccer/500/398.png,,,,,1,35.0187265917603,33.89513108614232,,29.775280898876407,34.08239700374532,,,29.934640522875817,30.065359477124183,,30.84967320261438,39.869281045751634,64.7940074906367,,14.981273408239701,60.48689138576779,54.49438202247191,78.08988764044943,0
269343,Jack Clarke,jack-clarke,161.0,"5' 11""",71.0,25.0,2000-11-23T08:00Z,England,F,373,32,13,23,2,0,0,4,1,2,18,0,0,0,29,Ipswich,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,0.1111111111111111,0.0,0.0,,2,18.817204301075268,82.52688172043011,10.06711409395973,71.23655913978494,59.40860215053764,11.073825503355705,7.037037037037037,29.934640522875817,90.45751633986929,17.533718689788053,79.86928104575163,62.22222222222222,23.924731182795696,,28.49462365591398,34.67741935483872,52.41935483870967,48.655913978494624,27
269844,Gabriel Martinelli,gabriel-martinelli,163.0,"5' 10""",70.0,24.0,2001-06-18T07:00Z,Brazil,F,359,33,15,21,1,0,0,5,5,25,55,8,0,0,25,Arsenal,#e20520,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,0.45454545454545453,0.14545454545454545,0.32,,1,82.25806451612904,87.09677419354838,80.87248322147651,67.74193548387096,64.24731182795699,66.77852348993288,45.925925925925924,94.64052287581698,93.0718954248366,83.23699421965318,77.84313725490196,65.09803921568627,31.72043010752688,,28.49462365591398,52.41935483870967,52.41935483870967,12.096774193548384,36
270190,Wesley Fofana,wesley-fofana,183.0,"6' 3""",75.0,24.0,2000-12-17T08:00Z,France,D,363,14,24,16,7,0,0,0,1,0,3,0,0,9,13,Chelsea,#144992,#ffeeee,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,0.0,0.0,,,7,35.0187265917603,33.89513108614232,10.732984293193718,79.02621722846442,83.14606741573034,29.05759162303665,,29.934640522875817,30.065359477124183,7.321772639691715,70.84967320261438,80.84967320261438,53.18352059925094,,66.47940074906367,8.239700374531836,54.49438202247191,48.12734082397003,6
270507,Sepp van den Berg,sepp-van-den-berg,161.0,"6' 2""",74.0,23.0,2001-12-20T08:00Z,Netherlands,D,337,31,23,5,3,0,0,0,1,6,20,0,0,38,48,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0.3,0.0,0.0,,3,35.0187265917603,33.89513108614232,59.424083769633505,51.12359550561798,81.46067415730337,29.05759162303665,23.509933774834437,29.934640522875817,30.065359477124183,49.51830443159923,47.97385620915033,79.15032679738562,7.303370786516851,,97.56554307116106,36.89138576779026,54.49438202247191,48.12734082397003,5
271170,Bryan Mbeumo,bryan-mbeumo,139.0,"5' 8""",68.0,26.0,1999-08-07T07:00Z,Cameroon,F,337,38,25,44,3,0,0,7,6,39,83,20,0,4,52,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0.46987951807228917,0.24096385542168675,0.5128205128205128,,3,98.11827956989248,94.6236559139785,85.23489932885906,91.12903225806451,85.21505376344086,95.9731543624161,90.37037037037037,99.54248366013073,96.9281045751634,85.16377649325626,94.18300653594771,82.35294117647058,3.225806451612897,,89.24731182795699,22.311827956989248,52.41935483870967,7.795698924731184,69
271191,Nathan Patterson,nathan-patterson,183.0,"6' 2""",74.0,24.0,2001-10-16T07:00Z,Scotland,D,368,10,6,1,1,0,0,1,0,0,1,0,0,0,6,Everton,#0606fa,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,0.0,0.0,,,1,35.0187265917603,76.02996254681648,10.732984293193718,29.775280898876407,43.82022471910113,29.05759162303665,,29.934640522875817,67.3202614379085,7.321772639691715,30.84967320261438,46.470588235294116,64.7940074906367,,14.981273408239701,60.48689138576779,54.49438202247191,78.08988764044943,4
271788,Darwin Núñez,darwin-nunez,179.0,"6' 2""",74.0,26.0,1999-06-24T07:00Z,Uruguay,F,364,30,25,14,8,0,0,2,1,13,34,5,0,0,21,Liverpool,#d11317,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,0.38235294117647056,0.14705882352941177,0.38461538461538464,,8,70.16129032258065,66.66666666666666,51.006711409395976,56.72043010752689,85.21505376344086,69.46308724832215,64.07407407407408,89.54248366013073,78.82352941176471,68.20809248554913,68.16993464052288,82.35294117647058,41.397849462365585,,28.49462365591398,2.1505376344086073,52.41935483870967,48.655913978494624,11
272512,Rayan Aït-Nouri,rayan-ait-nouri,152.0,"5' 11""",71.0,24.0,2001-06-06T07:00Z,Algeria,D,380,37,28,46,6,1,0,7,5,10,35,4,0,6,64,Wolves,#fdb913,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,0.2857142857142857,0.11428571428571428,0.4,,8,98.12734082397003,99.625468164794,55.235602094240846,98.50187265917603,89.70037453183521,78.53403141361257,72.84768211920529,86.9281045751634,96.9281045751634,45.472061657032754,94.90196078431372,85.94771241830065,3.3707865168539257,,54.68164794007491,11.797752808988761,4.86891385767791,10.112359550561806,44
272585,Chris Richards,chris-richards,192.0,"6' 2""",74.0,25.0,2000-03-28T08:00Z,USA,D,384,24,11,5,3,1,0,0,2,6,13,1,0,14,30,C Palace,#0202fb,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,0.46153846153846156,0.07692307692307693,0.16666666666666666,,5,77.71535580524345,33.89513108614232,82.19895287958116,51.12359550561798,59.36329588014981,70.15706806282722,51.324503311258276,66.60130718954248,30.065359477124183,84.48940269749518,47.97385620915033,58.56209150326798,30.33707865168539,,79.40074906367042,36.89138576779026,4.86891385767791,33.52059925093633,2
272695,Dejan Kulusevski,dejan-kulusevski,174.0,"6' 1""",73.0,25.0,2000-04-25T07:00Z,Sweden,M,367,32,45,38,3,0,0,4,9,17,47,7,0,5,38,Spurs,#ffffff,#9bafd8,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,0.3617021276595745,0.14893617021276595,0.4117647058823529,,3,95.0,87.60869565217392,73.5632183908046,87.60869565217392,90.8695652173913,86.7816091954023,77.41935483870968,93.33333333333333,90.45751633986929,63.969171483622354,91.89542483660131,96.20915032679738,16.086956521739125,,68.04347826086956,43.04347826086956,54.56521739130435,2.391304347826079,61
273292,Antoine Semenyo,antoine-semenyo,172.0,"6' 1""",73.0,25.0,2000-01-07T08:00Z,Ghana,F,349,37,73,38,9,0,0,5,12,40,126,11,0,9,41,Bournemouth,#f42727,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,0.31746031746031744,0.0873015873015873,0.275,,9,91.39784946236558,87.09677419354838,36.241610738255034,87.63440860215054,100.0,41.61073825503356,37.77777777777778,97.7124183006536,93.0718954248366,53.371868978805395,91.89542483660131,100.0,9.408602150537632,,97.84946236559139,1.0752688172043037,52.41935483870967,0.5376344086021447,45
273495,Dwight McNeil,dwight-mcneil,150.0,"6' 0""",72.0,26.0,1999-11-22T08:00Z,England,F,368,21,6,18,1,0,0,7,2,9,24,4,0,0,24,Everton,#0606fa,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,0.375,0.16666666666666666,0.4444444444444444,,1,65.86021505376344,94.6236559139785,47.31543624161073,62.634408602150536,39.247311827956985,75.83892617449665,78.51851851851852,86.9281045751634,96.9281045751634,66.47398843930635,73.66013071895425,46.470588235294116,34.40860215053763,,28.49462365591398,52.41935483870967,52.41935483870967,30.91397849462365,34
273839,Will Alves,will-alves,183.0,"6' 4""",76.0,20.0,2005-05-04T07:00Z,England,M,375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Leicester,#0202fb,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/375.png,,,,,0,26.304347826086953,25.43478260869565,,11.956521739130435,11.956521739130435,,,29.934640522875817,30.065359477124183,,14.117647058823529,15.42483660130719,89.13043478260869,,16.956521739130434,83.47826086956522,54.56521739130435,81.30434782608695,0
274217,Billy Gilmour,billy-gilmour,130.0,"5' 7""",67.0,24.0,2001-06-11T07:00Z,Scotland,M,331,2,2,3,0,0,0,0,0,0,1,0,0,0,1,Brighton,#0606fa,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0.0,0.0,,,0,26.304347826086953,25.43478260869565,5.747126436781609,33.47826086956522,28.913043478260867,18.67816091954023,,29.934640522875817,30.065359477124183,7.321772639691715,40.849673202614376,36.60130718954248,76.52173913043478,,16.956521739130434,83.47826086956522,54.56521739130435,81.30434782608695,0
274272,Altay Bayindir,altay-bayindir,192.0,"6' 6""",78.0,27.0,1998-04-14T07:00Z,Türkiye,G,360,4,0,1,0,0,0,0,0,0,0,0,25,8,9,Man United,#da020e,#144992,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,,,,0.47058823529411764,0,50.609756097560975,47.5609756097561,,62.80487804878049,43.90243902439025,,,29.934640522875817,30.065359477124183,,30.84967320261438,15.42483660130719,42.6829268292683,6.25,51.829268292682926,64.6341463414634,50.0,67.07317073170731,0
274278,Kaoru Mitoma,kaoru-mitoma,161.0,"5' 10""",70.0,28.0,1997-05-20T07:00Z,Japan,M,331,36,37,24,1,0,0,4,4,27,57,10,0,3,38,Brighton,#0606fa,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0.47368421052631576,0.17543859649122806,0.37037037037037035,,1,99.1304347826087,87.60869565217392,90.51724137931035,72.60869565217392,83.69565217391305,91.37931034482759,71.61290322580646,96.9281045751634,90.45751633986929,85.45279383429673,81.04575163398692,93.13725490196079,16.086956521739125,,57.608695652173914,61.95652173913043,54.56521739130435,23.26086956521739,36
274284,João Virgínia,joao-virginia,183.0,"6' 4""",76.0,26.0,1999-10-10T07:00Z,Portugal,G,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton,#0606fa,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,,,,,0,50.609756097560975,47.5609756097561,,29.268292682926827,43.90243902439025,,,29.934640522875817,30.065359477124183,,14.117647058823529,15.42483660130719,77.4390243902439,,21.341463414634145,64.6341463414634,50.0,67.07317073170731,0
274632,Ryan Gravenberch,ryan-gravenberch,183.0,"6' 3""",75.0,23.0,2002-05-16T07:00Z,Netherlands,M,364,37,47,52,6,1,0,4,7,5,20,0,0,10,34,Liverpool,#d11317,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,0.25,0.0,0.0,,8,26.304347826086953,87.60869565217392,39.94252873563218,94.78260869565217,93.26086956521739,18.67816091954023,14.838709677419354,29.934640522875817,90.45751633986929,37.47591522157997,97.58169934640523,97.12418300653594,20.652173913043484,,88.47826086956522,20.652173913043484,5.0,6.956521739130437,24
274633,Sven Botman,sven-botman,179.0,"6' 4""",76.0,25.0,2000-01-12T08:00Z,Netherlands,D,361,8,5,4,1,0,0,0,0,2,5,0,0,4,4,Newcastle,#000000,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,0.4,0.0,0.0,,1,35.0187265917603,33.89513108614232,77.4869109947644,46.254681647940075,39.325842696629216,29.05759162303665,23.509933774834437,29.934640522875817,30.065359477124183,73.41040462427746,44.31372549019608,43.72549019607843,69.47565543071161,,46.62921348314607,60.48689138576779,54.49438202247191,78.08988764044943,2
274971,Jens Cajuste,jens-cajuste,170.0,"6' 2""",74.0,26.0,1999-08-10T07:00Z,Sweden,M,373,30,23,21,2,0,0,1,0,1,12,1,0,9,45,Ipswich,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,0.08333333333333333,0.08333333333333333,1.0,,2,60.652173913043484,57.826086956521735,13.218390804597702,68.91304347826087,69.1304347826087,63.2183908045977,98.70967741935483,66.60130718954248,67.3202614379085,15.895953757225435,77.84313725490196,79.15032679738562,9.130434782608702,,84.78260869565217,52.17391304347826,54.56521739130435,81.30434782608695,13
275599,Caoimhín Kelleher,caoimhin-kelleher,161.0,"6' 2""",74.0,27.0,1998-11-23T08:00Z,Republic of Ireland,G,364,10,0,3,0,0,0,0,0,0,0,0,100,26,12,Liverpool,#d11317,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,,,,0.6842105263157895,0,50.609756097560975,47.5609756097561,,79.8780487804878,43.90243902439025,,,29.934640522875817,30.065359477124183,,40.849673202614376,15.42483660130719,39.63414634146341,53.125,63.41463414634146,64.6341463414634,50.0,67.07317073170731,0
276039,Tariq Lamptey,tariq-lamptey,119.0,"5' 4""",64.0,25.0,2000-09-30T07:00Z,Ghana,D,331,15,14,10,0,0,0,2,1,2,6,2,0,7,19,Brighton,#0606fa,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0.3333333333333333,0.3333333333333333,1.0,,0,90.0749063670412,88.57677902621724,65.70680628272252,66.29213483146067,64.60674157303372,95.81151832460732,94.03973509933775,77.25490196078432,78.82352941176471,57.61078998073218,60.0,63.39869281045751,44.569288389513105,,59.176029962546814,84.45692883895131,54.49438202247191,48.12734082397003,4
276218,Tahith Chong,tahith-chong,163.0,"6' 1""",73.0,26.0,1999-12-04T08:00Z,Netherlands,M,301,33,19,64,4,0,0,0,4,6,30,4,0,6,48,Luton,#ff4f00,#1D428A,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,0.2,0.13333333333333333,0.6666666666666666,,4,86.73913043478261,25.43478260869565,28.160919540229884,98.47826086956522,63.69565217391304,82.18390804597702,95.48387096774194,86.9281045751634,30.065359477124183,28.227360308285164,99.281045751634,73.26797385620914,6.739130434782609,,72.3913043478261,33.04347826086956,54.56521739130435,23.26086956521739,0
276220,James Garner,james-garner,172.0,"6' 1""",73.0,24.0,2001-03-13T08:00Z,England,M,368,21,19,15,5,0,0,2,5,3,12,0,0,4,19,Everton,#0606fa,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,0.25,0.0,0.0,,5,26.304347826086953,70.86956521739131,39.94252873563218,59.34782608695652,63.69565217391304,18.67816091954023,14.838709677419354,29.934640522875817,78.82352941176471,37.47591522157997,69.34640522875817,73.26797385620914,47.173913043478265,,63.69565217391304,25.434782608695656,54.56521739130435,16.304347826086953,12
276327,Joshua Zirkzee,joshua-zirkzee,183.0,"6' 4""",76.0,24.0,2001-05-22T07:00Z,Netherlands,F,360,32,9,13,2,0,0,1,1,11,27,3,0,4,24,Man United,#da020e,#144992,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,0.4074074074074074,0.1111111111111111,0.2727272727272727,,2,59.946236559139784,54.56989247311827,63.758389261744966,54.3010752688172,48.924731182795696,51.34228187919463,35.92592592592593,83.20261437908498,67.3202614379085,75.33718689788054,66.33986928104575,54.70588235294118,34.40860215053763,,89.24731182795699,34.67741935483872,52.41935483870967,48.655913978494624,12
276350,João Félix,joao-felix,152.0,"5' 11""",71.0,26.0,1999-11-10T08:00Z,Portugal,F,363,12,5,17,2,0,0,1,1,5,19,1,0,0,4,Chelsea,#144992,#ffeeee,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,0.2631578947368421,0.05263157894736842,0.2,,2,43.81720430107527,54.56989247311827,26.51006711409396,60.752688172043015,37.096774193548384,27.516778523489933,24.074074074074073,66.60130718954248,67.3202614379085,40.655105973025044,72.35294117647058,43.72549019607843,69.08602150537635,,28.49462365591398,34.67741935483872,52.41935483870967,48.655913978494624,4
276741,Carlos Miguel,carlos-miguel,205.0,"6' 8""",80.0,27.0,1998-10-09T07:00Z,Brazil,G,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nottm Forest,#c8102e,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,,,,,0,50.609756097560975,47.5609756097561,,29.268292682926827,43.90243902439025,,,29.934640522875817,30.065359477124183,,14.117647058823529,15.42483660130719,77.4390243902439,,21.341463414634145,64.6341463414634,50.0,67.07317073170731,0
277005,Nathan Wood,nathan-wood,163.0,"6' 2""",74.0,23.0,2002-05-31T07:00Z,England,D,376,11,9,4,2,0,0,0,1,0,2,0,0,6,20,Southampton,#ED1A3B,#f1ee13,https://a.espncdn.com/i/teamlogos/soccer/500/376.png,0.0,0.0,,,2,35.0187265917603,33.89513108614232,10.732984293193718,46.254681647940075,54.30711610486891,29.05759162303665,,29.934640522875817,30.065359477124183,7.321772639691715,44.31372549019608,54.70588235294118,43.25842696629213,,54.68164794007491,46.254681647940075,54.49438202247191,48.12734082397003,1
277327,Jean-Clair Todibo,jean-clair-todibo,192.0,"6' 4""",76.0,25.0,1999-12-30T08:00Z,France,D,371,27,16,6,3,0,0,0,3,0,5,0,0,12,31,West Ham,#7c2c3b,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/371.png,0.0,0.0,,,3,35.0187265917603,33.89513108614232,10.732984293193718,55.80524344569289,67.97752808988764,29.05759162303665,,29.934640522875817,30.065359477124183,7.321772639691715,51.045751633986924,67.45098039215686,28.838951310861432,,75.28089887640449,36.89138576779026,54.49438202247191,23.220973782771537,2
277385,William Saliba,william-saliba,203.0,"6' 4""",76.0,24.0,2001-03-24T08:00Z,France,D,359,35,28,17,2,1,0,0,4,2,6,2,0,16,29,Arsenal,#e20520,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,0.3333333333333333,0.3333333333333333,1.0,,4,90.0749063670412,33.89513108614232,65.70680628272252,80.89887640449437,89.70037453183521,95.81151832460732,94.03973509933775,77.25490196078432,30.065359477124183,57.61078998073218,72.35294117647058,85.94771241830065,30.711610486891388,,82.77153558052434,46.254681647940075,4.86891385767791,15.730337078651687,7
277559,Alfie Doughty,alfie-doughty,150.0,"6' 0""",72.0,26.0,1999-12-21T08:00Z,England,M,301,37,30,9,5,0,0,9,6,8,26,2,0,10,70,Luton,#ff4f00,#1D428A,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,0.3076923076923077,0.07692307692307693,0.25,,5,73.91304347826086,98.69565217391305,55.74712643678161,47.391304347826086,76.52173913043478,60.05747126436781,51.29032258064517,77.25490196078432,98.75816993464053,51.15606936416185,57.647058823529406,87.84313725490196,1.7391304347826093,,88.47826086956522,25.434782608695656,54.56521739130435,11.08695652173914,0
278061,Georginio Rutter,georginio-rutter,183.0,"6' 0""",72.0,23.0,2002-04-20T07:00Z,France,F,331,28,34,45,2,0,0,3,2,12,48,5,0,3,28,Brighton,#0606fa,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0.25,0.10416666666666667,0.4166666666666667,,2,70.16129032258065,75.0,22.14765100671141,91.93548387096774,93.27956989247312,47.98657718120805,71.85185185185186,89.54248366013073,85.88235294117646,37.47591522157997,94.50980392156862,91.30718954248366,25.0,,84.40860215053763,34.67741935483872,52.41935483870967,30.91397849462365,17
278822,Jesper Lindstrom,jesper-lindstrom,146.0,"6' 0""",72.0,25.0,2000-02-29T08:00Z,Denmark,M,368,25,15,10,2,0,0,1,3,8,28,0,0,3,14,Everton,#0606fa,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/368.png,0.2857142857142857,0.0,0.0,,2,26.304347826086953,57.826086956521735,47.98850574712644,50.43478260869565,53.2608695652174,18.67816091954023,14.838709677419354,29.934640522875817,67.3202614379085,45.472061657032754,60.0,65.09803921568627,52.82608695652174,,57.608695652173914,52.17391304347826,54.56521739130435,30.434782608695656,0
279155,James Hill,james-hill,161.0,"6' 0""",72.0,23.0,2002-01-10T08:00Z,England,D,349,10,7,5,1,0,0,1,0,0,6,0,0,0,9,Bournemouth,#f42727,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,0.0,0.0,,,1,35.0187265917603,76.02996254681648,10.732984293193718,51.12359550561798,47.752808988764045,29.05759162303665,,29.934640522875817,67.3202614379085,7.321772639691715,47.97385620915033,49.411764705882355,60.1123595505618,,14.981273408239701,60.48689138576779,54.49438202247191,78.08988764044943,3
279780,Nathan Collins,nathan-collins,183.0,"6' 4""",76.0,24.0,2001-04-30T07:00Z,Republic of Ireland,D,337,38,28,31,5,0,0,3,5,6,19,2,0,58,54,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0.3157894736842105,0.10526315789473684,0.3333333333333333,,5,90.0749063670412,94.00749063670412,60.73298429319372,92.69662921348315,89.70037453183521,75.6544502617801,66.88741721854305,77.25490196078432,85.88235294117646,53.179190751445084,87.6470588235294,85.94771241830065,6.36704119850188,,99.625468164794,18.16479400749064,54.49438202247191,10.112359550561806,10
